IN_COD,IN_pH,IN_SS,IN_NH,IN_TP,IN_TN,N-O-E_ORP,N-O-E_MLSS,N-O-E_DO,N_PO4,N-A_NH,N-O_NO,S-O-E_ORP,S-O-E_MLSS,S-O-E_DO,S_PO4,S-A_NH,S-O_NO,EF_COD,EF_SS,EF_NH,EF_TP,EF_TN,1#TMP,2#TMP,3#TMP,4#TMP,5#TMP,6#TMP,7#TMP,8#TMP,9#TMP,turbidity,date
307.9,6.73,143.65,50.16,5.44,57.81,6957.12,124.14,7495.8,0.22,0.15,7.16,8977.57,65.77,6621.39,0.4,0.22,7.33,11.4,0.03,0.02,0.07,9.77,23.01,20.26,0.19,21.35,0.24,0.95,19.09,0.25,19.48,0.08,2022/2/25 23:00
307.9,6.67,169.24,50.16,5.44,57.81,7120.4,125.06,9316.34,0.22,0.14,7.21,9491.84,65.31,6635.13,0.43,0.22,7.41,11.4,0.03,0.02,0.07,9.77,22.37,19.71,20.71,20.89,21.73,19.49,18.92,0.16,19.17,0.08,2022/2/26 0:00
400,6.68,81.78,45.35,5.46,62.83,7259.27,124.75,7701.82,0.22,0.15,7.52,7147.87,66,6615.29,0.45,0.22,7.77,13.2,0.03,0.01,0.07,8.98,22.86,19.86,21.37,0.68,0.04,20.26,0.83,0.19,0.45,0.08,2022/2/26 1:00
400,6.71,68.45,45.35,5.46,62.83,7161.61,123.45,8045.17,0.22,0.18,7.71,8234.4,66.46,6514.57,0.45,0.22,8.19,13.2,0.03,0.01,0.07,8.98,3.53,0.02,22,1.06,0.09,19.96,19.2,16.18,18.84,0.47,2022/2/26 2:00
381,6.73,24.43,36.69,5.52,59.76,7132.61,125.06,6860.98,0.22,0.19,7.65,8667.79,66.46,6748.05,0.41,0.22,7.81,9.6,0.04,0.01,0.07,8.9,22.34,19.74,20.61,20.91,20.93,19.38,3.51,15.64,19.22,0.21,2022/2/26 3:00
381,6.8,68.76,36.69,5.52,59.76,7300.47,124.52,8446.51,0.22,0,7.56,8896.69,65.39,6557.3,0.47,0.22,7.91,9.6,0.03,0.01,0.07,8.9,21.96,17.99,21.56,0.54,0.11,19.65,19.18,0.15,0.58,0.08,2022/2/26 4:00
301,6.86,93.82,44.08,4.94,57.03,7155.5,126.51,7015.11,0.22,0.15,7.56,8647.95,67.68,6571.04,0.6,0.22,8.04,11.6,0.03,0.01,0.06,8.02,21.99,17.9,21.65,20.35,0.24,1.32,19.5,0.13,0.5,0.08,2022/2/26 5:00
301,6.79,110.43,44.08,4.94,57.03,7187.55,126.81,8097.06,0.22,0.13,7.33,8776.13,68.9,6542.04,0.4,0.22,7.78,11.6,0.03,0.01,0.06,8.02,3.67,17.77,21.24,19.89,21.35,19.66,18.94,0.1,0.45,0.08,2022/2/26 6:00
268.2,6.93,114.95,36.83,4.72,59.29,7210.44,126.13,7607.2,0.22,0.1,7.31,7938.35,68.06,6537.46,0.5,0.22,7.81,9.2,0.03,0.01,0.06,8.38,22.16,18.09,21.52,0.73,0.27,20.22,1.07,0.11,0.44,0.08,2022/2/26 7:00
268.2,6.97,117.83,36.83,4.72,59.29,7137.19,127.42,6615.29,0.22,0.08,7.24,8281.7,70.81,6548.15,0.65,0.22,7.85,9.2,0.02,0.01,0.06,8.38,21.61,0.08,21.11,19.84,21.46,19.08,19.16,0.18,18.09,0.08,2022/2/26 8:00
233,6.99,167.21,32.13,4.7,55.57,7111.25,128.95,7593.47,0.22,0.07,7.13,7987.18,71.11,6493.21,0.49,0.22,7.62,11.6,0.02,0.01,0.06,8.48,22.04,18.56,21.06,0.64,21.82,19.85,4.86,0.2,18.96,0.08,2022/2/26 9:00
233,7,0.73,32.13,4.7,55.57,5801.92,122.46,8441.94,0.22,0.09,5.35,7511.06,65.85,5843.13,0.25,0.22,5.69,11.6,0.02,0.01,0.06,8.48,19.93,16.11,19.05,0.4,0.24,17.59,16.55,0.17,0.46,0.08,2022/2/26 10:00
233,6.93,86.85,38.12,4.83,56.37,6960.17,121.55,7665.19,0.21,0.06,6.48,8698.31,59.67,6497.79,0.72,0.22,6.98,13.6,0.02,0.01,0.06,8.32,19.66,16.28,18.76,0.36,18.78,17.59,16.51,0.21,0.64,0.07,2022/2/26 11:00
233,6.85,142.68,38.12,4.83,56.37,7074.62,127.27,7910.88,0.22,0.05,6.34,8551.81,66.61,6479.48,0.82,0.22,6.81,13.6,0.03,0.01,0.06,8.32,4.35,15.94,19.3,0.44,0.41,17.51,16.2,0.13,16.28,0.14,2022/2/26 12:00
233,6.83,115.57,41.26,4.65,54.03,6850.3,130.17,6603.08,0.21,0.06,6.65,6532.89,72.1,6442.85,0.94,0.22,7.13,12.2,0.02,0.01,0.05,7.73,19.78,15.8,18.78,16.64,18.19,17.53,0.63,0.25,16.3,0.08,2022/2/26 13:00
233,7,144.44,41.26,4.65,54.03,6798.41,130.7,5531.82,0.21,0.06,6.57,6224.63,74.93,6490.16,0.78,0.22,6.97,12.2,0.02,0.01,0.05,7.73,20.56,0.12,0.61,18.06,0.35,0.89,17.35,0.15,1.23,0.08,2022/2/26 14:00
233,7.09,133.56,35.24,4.67,52.86,6868.61,127.96,5702.73,0.21,0.09,6.55,6751.11,73.48,6439.8,1.16,0.22,7.21,11.8,0.09,0.02,0.06,7.7,19.68,16.05,0.37,17.38,18.66,17.45,16.33,13.93,15.95,0.08,2022/2/26 15:00
233,7.02,119.31,35.24,4.67,52.86,6769.42,130.4,6506.94,0.21,0,6.65,6601.56,75.08,6497.79,0.76,0.22,7.26,11.8,0.16,0.02,0.06,7.7,3.83,16.41,19.19,16.73,17.92,17.83,16.58,0.3,0.4,0.08,2022/2/26 16:00
233,7.04,125.23,29.38,4.45,51.68,6868.61,120.02,5792.77,0.21,0.15,5.84,6352.82,63.41,6462.69,0.43,0.22,6.01,10.5,0.17,0.01,0.06,7.7,19.2,15.93,18.41,17.29,18.92,17.2,16.2,13.74,16.35,0.1,2022/2/26 17:00
233,6.96,202.11,29.38,4.45,51.68,6774,127.12,6206.32,0.22,0.08,6.32,6288.72,68.44,6546.62,0.44,0.22,6.74,10.5,0.18,0.01,0.06,7.7,3.83,16.08,18.43,17.52,18.85,17.43,16.48,13.85,16.25,0.13,2022/2/26 18:00
233,6.9,166.68,38.34,4.65,52.16,6850.3,128.19,6365.02,0.21,0.09,6.75,6171.22,69.13,6610.71,0.38,0.22,7.18,10.6,0.2,0.02,0.07,7.68,19.82,16.49,0.33,0.47,8.31,17.5,16.31,0.16,0.57,0.08,2022/2/26 19:00
233,6.79,145.23,38.34,4.65,52.16,6851.82,129.48,6110.18,0.21,0.1,6.89,7149.4,69.66,6488.63,0.49,0.22,7.39,10.6,0.19,0.02,0.07,7.68,19.76,16.32,18.98,0.57,19.48,0.77,16.67,14.78,0.26,0.08,2022/2/26 20:00
233,6.73,224.44,40.3,4.78,53.14,6770.94,128.03,6036.93,0.21,0.1,7.08,6584.77,69.59,6485.58,0.44,0.22,7.46,11,0.21,0.02,0.07,6.18,19.42,15.88,18.45,17.42,18.87,17.55,0.59,14.53,16.74,0.12,2022/2/26 21:00
233,6.42,0.83,40.3,4.78,53.14,6850.3,128.64,6680.91,0.21,0.1,7.03,7097.51,69.51,6618.34,0.43,0.22,7.32,11,0.22,0.02,0.07,6.18,4.19,16.64,19.12,0.5,0.05,17.48,16.27,0.38,16.68,0.14,2022/2/26 22:00
233,6.87,109.27,33.94,5.05,52.72,6690.07,128.72,6415.38,0.22,0.16,6.89,6128.49,67.6,6604.61,0.39,0.22,7.26,13.6,0.22,0.01,0.07,7.51,19.65,15.72,18.45,17.51,18.68,17.29,16.32,14.55,16.73,0.08,2022/2/26 23:00
233,6.9,131.37,33.94,5.05,52.72,6798.41,126.66,6476.42,0.22,0.18,6.89,6281.09,65.92,6633.6,0.38,0.22,7.3,13.6,0.18,0.01,0.07,7.51,19.88,2.8,18.99,17.9,0.61,4.08,16.46,14.31,16.74,0.08,2022/2/27 0:00
233,6.9,105.65,34.08,4.72,50.71,6816.73,127.5,6235.31,0.21,0.17,6.95,6589.35,66.23,6670.23,0.38,0.22,7.33,11.9,0.14,0.01,0.07,8.3,20.33,16.41,0.03,0.59,0.13,17.84,16.56,14.25,0.54,0.13,2022/2/27 1:00
356.6,6.9,129.45,34.08,4.72,50.71,6732.79,106.82,6221.58,0.22,0.14,6.99,6195.64,66.84,6523.73,0.53,0.22,7.6,11.9,0.16,0.01,0.07,8.3,20.02,16.11,18.64,17.72,12.14,17.49,16.29,14.19,0.42,0.08,2022/2/27 2:00
356.6,6.87,132.18,45.18,4.23,50.97,6757.21,127.27,6082.71,0.22,0.12,7.1,6082.71,67.6,6603.08,0.35,0.22,7.67,10.9,0.16,0.01,0.07,7.15,19.64,15.88,18.67,17.53,18.72,17.54,0.81,14.36,15.99,0.08,2022/2/27 3:00
356.6,6.79,0.49,45.18,4.23,50.97,6835.04,126.05,5743.93,0.22,0,7.11,5733.25,67.91,6574.09,0.43,0.22,7.69,10.9,0.18,0.01,0.07,7.15,18.83,15.69,18.41,17.37,18.79,17.25,16.47,14.13,16.09,0.52,2022/2/27 4:00
255.3,6.74,0.5,36.57,4.23,55.44,6856.4,128.41,6426.06,0.21,0.12,7.15,6154.43,68.52,6511.52,0.49,0.22,7.86,12.3,0.17,0.01,0.07,6.84,19.97,0.51,17.82,18,18.68,17.11,16.28,14.17,16.1,0.1,2022/2/27 5:00
255.3,6.84,1.16,36.57,4.23,55.44,6845.72,128.19,6877.77,0.22,0.11,7.2,6177.32,69.66,6557.3,0.41,0.22,7.77,12.3,0.17,0.01,0.07,6.84,20,16.38,7.42,17.9,18.35,0.69,17.02,0.33,0.52,0.09,2022/2/27 6:00
236.3,6.81,1.44,32.6,4.48,53.92,6793.83,129.25,6822.83,0.21,0.12,7.19,6293.3,69.13,6557.3,0.45,0.22,7.94,11.4,0.2,0.01,0.07,7.41,19.66,15.79,18.66,17.48,18.43,17.4,16.48,0.39,16.16,0.08,2022/2/27 7:00
236.3,6.8,1.32,32.6,4.48,53.92,6777.05,129.71,4741.34,0.22,0.11,7.26,6207.84,71.11,6543.57,0.72,0.22,8,11.4,0.2,0.01,0.07,7.41,19.8,15.83,18.57,17.34,18.44,17.15,0.64,14.43,15.92,0.31,2022/2/27 8:00
231.8,6.8,1.23,41.8,4.45,49.46,6687.01,131.39,6398.6,0.21,0.1,7.26,5339.54,72.56,6369.6,0.31,0.22,7.86,11.1,0.21,0.01,0.07,8.67,4.73,0.5,18.75,17.76,19.16,17.17,16.33,13.83,16.1,0.14,2022/2/27 9:00
231.8,6.92,76.45,41.8,4.45,49.46,6761.79,123.84,6354.34,0.22,0.18,6.79,6372.65,62.95,6616.82,0.41,0.22,7.16,11.1,0.24,0.01,0.07,8.67,20.06,15.73,18.51,16.28,18.16,0.86,16.52,0.42,6.76,0.08,2022/2/27 10:00
305.9,6.93,73.84,20.9,4.66,52.12,6799.94,127.73,6583.24,0.22,0.13,6.74,6691.59,55.39,6499.31,0.43,0.22,7.17,13.2,0.26,0.01,0.07,8.65,19.91,15.58,18.58,17.51,2.04,17.49,16.29,0.47,16.4,0.08,2022/2/27 11:00
305.9,6.9,4.37,32.075,4.66,52.12,6868.61,123.3,6928.12,0.22,0.19,6.2,6374.18,60.58,6566.46,0.45,0.22,6.74,13.2,0.25,0.01,0.07,8.65,19.88,15.83,0.17,17.9,19.13,17.65,0.54,14.28,16.6,0.12,2022/2/27 12:00
261.6,6.88,1.32,43.25,4.7,53.64,6809.1,127.73,6625.97,0.22,0.21,6.47,6658.02,68.52,6627.5,0.39,0.22,6.91,11.6,0.22,0.01,0.07,8.35,19.57,14.21,18.35,17.31,18.7,17.18,16.31,14.09,16.06,0.1,2022/2/27 13:00
261.6,6.94,1.1,43.25,4.7,53.64,6781.63,127.58,5121.32,0.22,0.21,6.94,5583.7,67.83,6630.55,0.45,0.22,7.53,11.6,0.19,0.01,0.07,8.35,19.89,15.87,18.43,0.49,18.7,17.41,16.39,14.18,0.48,0.08,2022/2/27 14:00
229.7,7.01,148.63,46.35,4.74,53.63,6839.62,121.93,6780.1,0.21,0.25,5.68,6116.28,63.79,6619.87,0.39,0.22,6.16,13.6,0.17,0.01,0.09,8.18,4.7,16.21,19.57,0.67,0.08,0.87,17.07,0.07,0.52,0.08,2022/2/27 15:00
229.7,6.92,147.09,46.35,4.74,53.63,6754.16,128.41,6235.31,0.22,0,6.97,6044.56,66,6592.4,0.45,0.22,7.63,13.6,0.16,0.01,0.09,8.18,19.84,15.78,0.4,17.69,19.02,17.49,4.6,0.31,16.22,0.08,2022/2/27 16:00
284.9,6.83,189.9,55.85,4.72,55.31,6804.52,121.78,5559.29,0.22,0.24,5.44,6320.77,65.54,6534.41,0.47,0.22,5.94,13.1,0.16,0.01,0.09,8.21,19.64,15.73,18.54,17.43,18.75,17.28,1.07,0.27,16.19,0.08,2022/2/27 17:00
284.9,6.61,207.43,55.85,4.72,55.31,6888.45,129.1,6409.28,0.22,0.2,6.8,5220.51,66.69,6513.05,0.42,0.22,7.49,13.1,0.22,0.01,0.09,8.21,19.84,15.91,18.74,0.55,0.45,17.25,16.03,13.84,16.27,0.08,2022/2/27 18:00
420.2,6.7,171.39,44.36,5.5,55.25,6787.73,129.56,7181.44,0.22,0.25,7.42,6470.32,68.82,6542.04,1.13,0.22,8,11.7,0.2,0.01,0.09,8.3,4.1,0.07,18.96,17.66,18.95,17.36,16.74,0.37,16.53,0.08,2022/2/27 19:00
420.2,6.81,143.19,44.36,5.5,55.25,6777.05,132.31,6745,0.22,0.28,7.38,6513.05,73.1,6629.02,0.8,0.22,7.95,11.7,0.19,0.01,0.09,8.3,19.95,16.03,18.13,0.48,0.39,0.98,16.85,0.49,0.5,0.11,2022/2/27 20:00
316.5,6.9,141.2,43.82,5.19,57.87,6812.15,126.13,6635.13,0.22,0.42,7.41,6326.87,71.27,6557.3,0.54,0.22,8.03,12.4,0.2,0.01,0.09,8.03,19.91,15.9,18.31,0.48,18.74,17.25,16.44,0.41,16.34,0.08,2022/2/27 21:00
316.5,6.95,120.03,43.82,5.19,57.87,6764.84,130.63,6474.9,0.22,0.33,7.65,4796.28,73.4,6557.3,0.93,0.22,8.54,12.4,0.22,0.01,0.09,8.03,19.43,15.56,18.25,17.14,18.57,17.46,1.29,13.99,16.17,0.09,2022/2/27 22:00
270.7,6.95,130.29,55.01,5,57.21,6795.36,130.93,6461.16,0.22,0.27,7.51,6421.49,74.39,6630.55,0.38,0.22,8.13,12.8,0.23,0.01,0.09,7.69,19.66,15.65,18.6,17.3,0.09,17.2,16.36,14.11,0.41,0.08,2022/2/27 23:00
270.7,6.92,156.47,55.01,5,57.21,6812.15,132.46,6604.61,0.22,0.21,7.56,6273.46,72.26,6578.67,0.41,0.22,8.09,12.8,0.25,0.01,0.09,7.69,20.27,0.39,18.99,0.62,3.03,17.72,16.63,0.38,0.49,0.08,2022/2/28 0:00
150.2,6.82,123.05,53.96,4.97,59.46,6792.31,132.31,6654.97,0.21,0.17,7.48,6238.36,72.49,6552.72,0.44,0.22,8.21,11.8,0.21,0.01,0.09,9.51,19.92,16.05,0.6,17.39,0.47,15.3,16.51,14.27,0.43,0.08,2022/2/28 1:00
150.2,6.85,139.95,53.96,4.97,59.46,6865.56,132.23,5930.11,0.22,0.15,7.48,6401.65,72.49,6653.44,0.38,0.22,8.17,11.8,0.17,0.01,0.09,9.51,19.88,15.92,18.65,16.01,18.63,17.48,0.67,14.63,0.45,0.08,2022/2/28 2:00
317.4,6.85,145.67,48.63,5.37,55.95,6841.14,132.38,6577.14,0.22,0.17,7.44,6348.24,72.03,6639.71,0.36,0.22,7.95,12.7,0.18,0.01,0.08,8.63,19.84,15.62,18.49,17.56,0.14,17.14,16.49,14.3,0.54,0.08,2022/2/28 3:00
317.4,6.83,133.26,48.63,5.37,55.95,6696.17,131.47,5708.84,0.22,0,7.47,6261.25,71.65,6534.41,0.42,0.22,8.15,12.7,0.18,0.01,0.08,8.63,19.57,15.25,18.28,17.3,18.78,17.3,0.61,14.42,16.08,0.1,2022/2/28 4:00
305.8,6.84,100.44,50.18,5.63,60.53,6940.33,132.15,6143.75,0.22,0.21,7.57,6059.82,71.95,6682.44,0.37,0.22,8.15,10.8,0.16,0.01,0.08,9.45,3.89,0.2,18.28,17.68,18.8,17.37,16.5,14.48,0.46,0.16,2022/2/28 5:00
305.8,6.74,162.38,50.18,5.63,60.53,6831.99,131.77,6661.07,0.22,0.23,7.32,6578.67,71.11,6542.04,0.44,0.22,8.01,10.8,0.18,0.01,0.08,9.45,20.04,15.87,18.49,0.41,0.14,0.98,16.48,14.52,0.52,0.08,2022/2/28 6:00
266.6,6.85,120.71,58.78,8.335,37.315,6720.59,132.46,6661.07,0.22,0.21,7.57,6389.44,71.11,6571.04,0.4,0.22,8.05,11.6,0.2,0.02,0.07,9.51,0.86,15.95,0.22,17.84,18.83,17.39,16.77,0.5,16.23,0.08,2022/2/28 7:00
266.6,6.86,116.48,58.78,10.1775,25.4225,6751.11,130.09,5161,0.22,0.2,7.33,5563.86,72.1,6685.49,0.42,0.22,7.93,11.6,0.24,0.02,0.07,9.51,19.47,15.78,18.65,0.81,18.76,17.42,15.61,14.23,16.19,0.08,2022/2/28 8:00
231.5,6.88,86.93,49.78,11.09875,19.47625,6835.04,131.39,6426.06,0.22,0.22,7.21,6415.38,72.26,6639.71,0.39,0.22,7.93,11.4,0.27,0.01,0.07,8.27,4.09,15.76,18.89,0.61,0.19,17.7,16.53,0.42,0.46,0.09,2022/2/28 9:00
231.5,6.9,98.01,49.78,11.029375,16.828125,6717.53,132.31,5978.94,0.22,0.17,7.33,6140.7,73.02,6528.31,0.45,0.22,7.97,11.4,0.27,0.01,0.07,8.27,19.61,15.49,18.35,17.07,0.05,17.3,16.47,14.17,15.99,0.23,2022/2/28 10:00
227.5,6.88,120.35,43.26,10.9946875,15.5040625,6680.91,130.86,5911.8,0.22,0.16,6.85,6133.07,70.58,6688.54,0.4,0.22,7.44,11.4,0.23,0.02,0.07,7.69,21.27,16.24,0.22,18.59,0.06,1,17.43,3.41,18.19,0.21,2022/2/28 11:00
227.5,6.79,0.68,43.26,12.72234375,14.60703125,6825.88,134.52,6577.14,0.22,0.13,6.86,6687.01,68.37,6774,0.41,0.22,7.2,11.4,0.24,0.02,0.07,7.69,22.63,18.32,22.15,20.12,0.01,20.68,16.41,17.23,19.1,0.14,2022/2/28 12:00
272.6,6.76,0.92,53.95,13.58617188,14.15851563,6874.71,136.2,6777.05,0.22,0.16,6.82,6676.33,73.78,6824.35,0.38,0.22,7.69,11.6,0.24,0.02,0.08,9.64,3.8,21.93,26.26,0.94,0.01,24.56,0.62,20.13,0.2,0.09,2022/2/28 13:00
272.6,6.87,301.69,53.95,12.77308594,13.96425781,6870.14,133.83,6224.63,0.23,0.2,7.32,6923.55,73.33,6827.41,0.43,0.22,8.21,11.6,0.18,0.02,0.08,9.64,25.57,20.84,25.64,24,0,23.75,0.85,19.77,22.2,0.12,2022/2/28 14:00
358.3,6.92,210.2,49.05,12.36654297,13.86712891,6844.19,134.14,6690.07,0.22,0.25,7.5,6841.14,72.41,6850.3,0.41,0.22,8.15,13.6,0.17,0.01,0.08,8.71,24.71,19.73,24.42,22.56,0.06,0.43,16.84,0.06,21.16,0.16,2022/2/28 15:00
358.3,6.81,1.18,49.05,11.09827148,14.88356445,6975.43,132.31,6328.4,0.22,0,7.7,6342.13,70.58,6838.09,0.48,0.22,8.3,13.6,0.14,0.01,0.08,8.71,25.47,0.64,0.23,23.49,0.09,22.92,16.57,18.9,19.93,0.08,2022/2/28 16:00
268,6.73,1.26,43.9,10.46413574,15.39178223,6975.43,132,5612.7,0.22,0.29,7.95,6465.74,70.58,6856.4,0.43,0.22,8.54,11.3,0.18,0.01,0.08,8.45,25.55,21.11,25.54,24.01,0.02,23.83,16.4,19.64,1.09,0.12,2022/2/28 17:00
268,6.81,136.93,43.9,12.47706787,11.58589111,6970.85,130.47,5969.78,0.22,0.23,7.4,6868.61,71.27,6883.87,0.43,0.22,8.49,11.3,0.16,0.01,0.08,8.45,24.23,19.9,24.14,21.92,24.07,22.81,16.14,18.78,20.64,0.08,2022/2/28 18:00
264.4,7,288.96,45.2,13.48353394,9.682945557,7073.1,131.92,7085.3,0.22,0.19,7.27,6308.56,71.04,6745,0.46,0.22,8.45,12.4,0.14,0.01,0.08,9.35,5.23,19.55,23.57,21.62,23.56,21.86,6.1,17.81,20.24,0.07,2022/2/28 19:00
264.4,7,254.685,45.2,12.62676697,6.976472778,7161.61,131.01,6685.49,0.22,0.16,7.21,6532.89,71.72,6787.73,0.43,0.22,8.44,12.4,0.12,0.01,0.08,9.35,25.28,0.41,13.97,1.26,1.81,1.13,17,18.47,1.1,0.07,2022/2/28 20:00
257.5,6.95,220.41,50.98,12.19838348,5.623236389,7219.59,131.31,7242.48,0.22,0.15,7.34,5743.93,71.49,6702.27,0.4,0.22,8.38,11.7,0.09,0.01,0.08,9.9,23.53,19.14,14.07,21.41,23.29,21.76,16.04,17.63,20.51,0.07,2022/2/28 21:00
257.5,6.92,110.67,50.98,12.61919174,8.366618195,7269.95,130.7,6503.89,0.22,0.15,7.02,6538.99,69.82,6857.93,0.43,0.22,7.82,11.7,0.08,0.01,0.08,9.9,23.72,19.41,23.14,21.58,23.71,21.71,16.24,0.28,20.83,0.08,2022/2/28 22:00
232.2,6.91,118.55,45.9,12.82959587,9.738309097,7315.73,130.86,5927.06,0.22,0.12,6.97,6789.26,68.59,6877.77,0.39,0.22,7.79,10.7,0.1,0.01,0.07,9.62,4.25,19.88,24.2,1.6,9.1,22.08,16.66,17.92,1.27,0.08,2022/2/28 23:00
232.2,6.79,0.72,45.9,13.27479794,13.75415455,7282.16,129.33,6650.39,0.22,0.11,6.65,6465.74,68.44,6746.53,0.39,0.22,7.53,10.7,0.12,0.01,0.07,9.62,23.01,18.51,21.81,21,22.69,0.85,16.44,16.97,19.74,0.11,2022/3/1 0:00
227.7,6.72,0.75,40.04,13.49739897,15.76207727,7350.83,130.47,6178.85,0.22,0.09,6.65,6680.91,69.05,6894.55,0.4,0.23,7.39,11.6,0.15,0.02,0.07,9.55,23.11,18.39,22.1,20.97,22.66,20.85,16.32,16.91,19.59,0.08,2022/3/1 1:00
227.7,6.7,0.89,40.04,13.65369948,15.82103864,7343.2,122.92,6954.07,0.22,0.13,4.78,6769.42,63.56,6871.66,0.37,0.22,5.2,11.6,0.17,0.02,0.07,9.55,24.52,0.28,0.37,22.33,0.08,22.11,16.14,0.05,5.48,0.07,2022/3/1 2:00
231.1,6.7,1.31,45.55,13.73184974,15.85051932,7303.53,129.25,6978.48,0.22,0.08,6.16,6607.66,65.92,6774,0.4,0.23,6.87,12.6,0.13,0.01,0.06,8.17,22.95,18.35,22.44,20.91,22.58,20.87,16.13,17.32,19.01,0.17,2022/3/1 3:00
231.1,6.88,105.86,45.55,13.85592487,14.72525966,7347.78,129.02,5333.44,0.22,0,6.17,6864.03,66.99,6830.46,0.42,0.23,6.89,12.6,0.2,0.01,0.06,8.17,4.11,18.62,22.56,21.23,23.18,20.78,16.64,17.42,19.25,0.08,2022/3/1 4:00
229.8,6.93,75.91,43.36,13.91796244,14.16262983,7311.16,127.58,6282.62,0.22,0.11,6.11,6600.03,68.14,6806.04,0.42,0.23,7.03,12.2,0.13,0.02,0.06,8.71,23.6,18.76,22.19,21.1,22.98,20.9,16.52,17.31,19.33,0.08,2022/3/1 5:00
229.8,6.97,115.68,43.36,12.72898122,14.87131491,6085.76,127.58,6459.64,0.22,0.09,4.93,6450.48,65.92,6343.66,0.27,0.23,5.63,12.2,0.1,0.02,0.06,8.71,24.16,18.28,6.91,21.38,23.09,3.43,16.61,17.38,19.81,0.08,2022/3/1 6:00
171.1,6.84,1.29,38.89,12.13449061,15.22565746,7315.73,127.8,5878.22,0.22,0.1,5.93,6340.61,64.02,6891.5,0.54,0.23,7.07,12.4,0.09,0.01,0.06,8.3,23.84,18.78,22.66,21.14,22.92,21.16,16.89,0.17,1.12,0.08,2022/3/1 7:00
171.1,6.82,1.78,38.89,11.7672453,16.35782873,7350.83,118.65,6674.81,0.22,0.2,3.37,6014.04,58.9,6850.3,0.45,0.23,4.17,12.4,0.09,0.01,0.06,8.3,24.53,19.5,23.8,22.34,24.36,22.11,16.64,18.36,20.23,0.08,2022/3/1 8:00
600.55,6.91,178.97,30.89,11.58362265,16.92391436,7283.69,131.24,6580.19,0.22,0.07,5.46,5971.31,68.14,6857.93,1.13,0.23,6.81,10.9,0.09,0.02,0.06,10.75,25.27,19.8,0.02,1.7,24.29,21.94,16.43,18.19,20.4,0.08,2022/3/1 9:00
482.175,6.81,1.22,30.89,11.42681133,27.65695718,6745,130.86,6322.29,0.22,0.08,5.11,6513.05,74.7,6693.12,0.26,0.23,6.4,10.9,0.09,0.02,0.06,10.75,28.51,22.68,0.02,26.67,0.25,25.3,20.11,0.49,23.9,0.08,2022/3/1 10:00
363.8,6.93,190.72,29.63,11.34840566,38.39,7280.63,131.62,6458.11,0.22,0.08,5.58,7266.9,67.83,7021.21,0.91,0.23,7.06,10.9,0.08,0.06,0.06,10.75,28.81,22.89,28.2,27.1,30.09,27.3,22.49,23.33,0.69,0.13,2022/3/1 11:00
363.8,6.86,221.03,29.63,11.30920283,38.39,7446.97,133.53,7509.54,0.22,0.08,5.74,7038,76.99,7038,1.14,0.23,7.25,11.3,0.09,0.06,0.06,11.68,26.04,0.07,24.56,1.09,26.34,23.72,0.83,0.3,20.05,0.07,2022/3/1 12:00
301.3,7.04,219.42,25,11.28960142,35.93,7544.64,134.37,7480.54,0.22,0.09,5.8,7359.99,84.16,7066.99,0.58,0.23,6.77,11.2,0.13,0.01,0.06,7.99,25.74,20.91,24.91,23.84,25.88,23.35,19.97,19.17,21.45,0.08,2022/3/1 13:00
301.3,7.05,209.99,25,12.94980071,35.93,7440.87,128.87,6877.77,0.22,0.13,5.67,6717.53,74.01,7109.72,1.1,0.23,7.08,11.2,0.16,0.01,0.06,7.99,5.95,21.14,25.04,23.59,26.14,23.11,19.83,19.56,21.39,0.09,2022/3/1 14:00
181.7,6.97,159.45,22.83,13.77990035,37.85,7453.08,124.83,7369.14,0.22,0.15,4.71,6665.65,69.36,7042.58,0.45,0.23,5.87,13.3,0.12,0.02,0.06,7.65,26.39,20.58,24.85,23.81,26.09,23.56,19.12,19.69,21.96,0.07,2022/3/1 15:00
181.7,6.9,143.2,22.83,12.49995018,37.85,7518.69,125.67,6535.94,0.22,0,4.23,6548.15,68.9,7094.46,0.43,0.23,5.35,13.3,0.1,0.02,0.06,7.65,27.72,21.02,25.4,1.1,24.65,20.45,19.43,19.93,21.5,0.07,2022/3/1 16:00
188.3,7,149.72,22.315,11.85997509,36.43,7495.8,126.66,6668.7,0.22,0.11,4.08,6696.17,72.79,7120.4,0.48,0.23,4.96,10.6,0.09,0.02,0.06,5.84,27.2,0.52,0.32,24.41,26.62,9.13,19.12,0.06,22.28,0.07,2022/3/1 17:00
188.3,7.16,210.47,21.8,11.70498754,36.43,7466.81,126.58,7204.33,0.22,0.12,4.29,6645.81,71.88,7016.63,0.44,0.23,5.07,10.6,0.08,0.02,0.06,5.84,6.3,20.88,25.32,24.33,26.44,23.73,18.63,19.4,21.78,0.07,2022/3/1 18:00
155.5,7.11,271.22,26.86,11.62749377,30.58,7681.98,127.5,6891.5,0.22,0.11,4.08,7292.84,70.2,7099.04,0.48,0.23,4.98,11.4,0.08,0.01,0.06,6.99,27.54,21.11,25.31,24.35,26.36,23.84,19.14,0.62,22.6,0.08,2022/3/1 19:00
